time,longitude,latitude,snr_[MJ/m2],tp_[mm],ro_[m],sm_[m3/m3],le_[W/m2],t2m_[K],lai_[m2/m2],evi_[],ndvi_[]
2008-02-29,16.375,63.625,-1.1351987,0.2502045,1.7355025e-05,0.33908743,3.1779424709923285,266.099,0.15302099101245403,0.15372866,0.16199993
2008-03-01,16.375,63.625,0.14129263,2.624655,1.743755e-05,0.34142345,3.3677080473690117,270.8488,0.14656087011098862,0.15320683,0.16143051
2008-03-02,16.375,63.625,0.5148521,1.1052351,1.7374665e-05,0.34282136,3.557473623745695,270.9405,0.1401007492095232,0.15329942,0.16125375
2008-03-03,16.375,63.625,-1.3695964,3.7713604,1.7533699e-05,0.34696156,3.7472392001223778,268.72815,0.13364062830805779,0.15646401,0.16304043
2008-03-04,16.375,63.625,-2.8729327,0.007011783,1.7533699e-05,0.34130752,3.9370047764990614,265.78052,0.12718050740659237,0.15962858,0.16482706
2008-03-05,16.375,63.625,-1.1558131,2.0166118,1.7584007e-05,0.3396339,4.126770352875744,266.33603,0.12072038650512695,0.16279316,0.16661371
2008-03-06,16.375,63.625,-0.77543664,1.5636584,1.7380346e-05,0.33649868,4.0938017062015,272.88397,0.12321658432483673,0.16595773,0.16840038
2008-03-07,16.375,63.625,-1.8203717,0.106938064,1.7419292e-05,0.33595854,4.060833059527256,271.64734,0.1257127821445465,0.16912234,0.17018704
2008-03-08,16.375,63.625,0.47843453,3.9253705,1.7263503e-05,0.34279963,4.027864412853011,271.06662,0.1282089799642563,0.17228691,0.17197369
2008-03-09,16.375,63.625,-0.7913638,6.182819,1.8164166e-05,0.3472338,3.9948957661787663,274.64203,0.13070517778396606,0.1754515,0.17376034
2008-03-10,16.375,63.625,-0.15257218,4.1350746,1.81382e-05,0.3520817,3.961927119504522,273.87546,0.13320137560367584,0.17861606,0.17554699
2008-03-11,16.375,63.625,1.1532781,0.2841047,1.7723572e-05,0.35280412,3.9289584728302778,273.67764,0.13569757342338562,0.18178067,0.17733364
2008-03-12,16.375,63.625,1.1612828,4.8028297,1.8356875e-05,0.35985,3.895989826156033,274.3253,0.1381937712430954,0.1849452,0.17912027
2008-03-13,16.375,63.625,0.97534966,0.84906465,1.7196968e-05,0.36122814,3.863021179481789,273.8091,0.14068996906280518,0.18810982,0.18090692
2008-03-14,16.375,63.625,0.9263748,1.9536741,1.7158021e-05,0.363275,3.9046450897499367,273.0204,0.15568320080637932,0.19127437,0.18269362
2008-03-15,16.375,63.625,0.81043035,0.59701866,1.6942593e-05,0.3619291,3.9462690000180842,271.57944,0.17067643254995346,0.19443898,0.18448023
2008-03-16,16.375,63.625,0.5801991,0.5318758,1.6908109e-05,0.36135453,3.987892910286232,270.63586,0.1856696642935276,0.19760357,0.18626688
2008-03-17,16.375,63.625,0.51546156,1.1482046,1.6846036e-05,0.3601233,4.02951682055438,269.72086,0.20066289603710175,0.20076813,0.18805355
2008-03-18,16.375,63.625,1.218503,0.6981297,1.6866727e-05,0.35735804,4.071140730822528,269.49774,0.2156561277806759,0.19823179,0.18615316
2008-03-19,16.375,63.625,0.25290737,0.5855908,1.6921902e-05,0.35521287,4.112764641090675,266.89316,0.23064935952425003,0.19544749,0.18409243
2008-03-20,16.375,63.625,0.9202442,0.28932944,1.6866727e-05,0.3522945,4.1543885513588235,263.77817,0.24564259126782417,0.19266324,0.1820317
2008-03-21,16.375,63.625,1.3040658,0.21952318,1.6811551e-05,0.34433025,4.196012461626971,263.56573,0.2606358230113983,0.18987894,0.17997101
2008-03-22,16.375,63.625,0.6268859,0.30456847,1.6818449e-05,0.3405767,5.224907805246335,262.6342,0.2560908626765013,0.18709467,0.17791027
2008-03-23,16.375,63.625,0.98645496,0.0,1.6825346e-05,0.3357251,6.2538031488657,260.0339,0.25154590234160423,0.18431044,0.17584959
2008-03-24,16.375,63.625,1.6035653,0.0008549065,1.6818449e-05,0.33266646,7.282698492485063,261.2513,0.2470009420067072,0.18152614,0.17378888
2008-03-25,16.375,63.625,1.3573109,0.430531,1.6804654e-05,0.331384,8.311593836104429,266.12213,0.24245598167181015,0.17874192,0.17172815
2008-03-26,16.375,63.625,2.0335915,0.049255017,1.6818449e-05,0.33167297,9.340489179723793,268.15918,0.2379110213369131,0.17595762,0.16966744
2008-03-27,16.375,63.625,0.21348883,0.0495048,1.6825346e-05,0.33249682,10.369384523343156,269.52136,0.23336606100201607,0.17317337,0.16760674
2008-03-28,16.375,63.625,2.4664714,0.2904264,1.6811551e-05,0.33407357,11.39827986696252,269.68863,0.22882110066711903,0.17038913,0.16554601
2008-03-29,16.375,63.625,2.4722538,0.55472904,1.7389679e-05,0.33702582,12.427175210581884,274.49057,0.22427614033222198,0.16760486,0.16348532
2008-03-30,16.375,63.625,3.6102688,1.5609981,2.0970017e-05,0.34508052,12.265912740042914,276.67813,0.20236085169017315,0.1648206,0.16142462
2008-03-31,16.375,63.625,2.3264422,0.14161068,2.163821e-05,0.34921607,12.104650269503946,276.52078,0.1804455630481243,0.16203634,0.1593639
2008-04-01,16.375,63.625,2.9779623,0.0,1.8808925e-05,0.35370392,11.943387798964977,274.89618,0.15853027440607548,0.15925208,0.15730318
2008-04-02,16.375,63.625,3.83748,0.00070922007,1.8396564e-05,0.35776705,11.782125328426007,275.03873,0.13661498576402664,0.15575571,0.15424317
2008-04-03,16.375,63.625,1.6495442,4.471217,1.720045e-05,0.3682875,11.620862857887037,273.77667,0.1146996971219778,0.15202194,0.15085001
2008-04-04,16.375,63.625,2.786738,7.099934,1.9495203e-05,0.37547275,11.459600387348068,273.50504,0.09278440847992897,0.1482882,0.14745685
2008-04-05,16.375,63.625,4.1883245,2.2693505,1.8341545e-05,0.38218027,11.2983379168091,273.98114,0.07086911983788013,0.14455447,0.14406373
2008-04-06,16.375,63.625,3.975432,0.45631868,1.7684579e-05,0.3791972,11.13707544627013,273.06793,0.0489538311958313,0.14082073,0.14067061
2008-04-07,16.375,63.625,2.024387,7.4295154,1.7007875e-05,0.38899446,11.219163252799598,272.77884,0.06770861335098743,0.137087,0.13727745
2008-04-08,16.375,63.625,4.150992,1.1914713,1.7364919e-05,0.38794926,11.301251059329068,271.2548,0.08646339550614357,0.13335328,0.13388431
2008-04-09,16.375,63.625,1.4477311,8.406671,1.7671122e-05,0.39201313,11.383338865858537,270.5129,0.1052181776612997,0.12961952,0.13049118
2008-04-10,16.375,63.625,2.907358,3.2810616,1.7855922e-05,0.3907342,11.465426672388006,270.54758,0.12397295981645584,0.12588575,0.12709804
2008-04-11,16.375,63.625,3.8778465,0.16652635,1.8113982e-05,0.38395697,11.547514478917474,272.16284,0.14272774197161198,0.12215202,0.1237049
2008-04-12,16.375,63.625,2.2845178,1.1576732,1.8151062e-05,0.38637745,11.629602285446943,272.91858,0.1614825241267681,0.118418284,0.12031176
2008-04-13,16.375,63.625,2.9511507,3.4027178,1.828772e-05,0.39038312,11.711690091976413,273.22934,0.18023730628192425,0.11468454,0.11691862
